dataset,model,MSE[mean],MSE[0.5],MAE[0.5],MASE[0.5],MAPE[0.5],sMAPE[0.5],MSIS,RMSE[mean],NRMSE[mean],ND[0.5],mean_weighted_sum_quantile_loss,domain,num_variates
covid_deaths/D/short,waveform,7942140.920300752,7942140.920300752,605.9268170426066,89.67604552296314,0.2929433428947154,0.6276327439778374,2979.028104876998,2818.180427208441,1.0603541005803452,0.2279829136912828,0.2281050333393842,Healthcare,1
bizitobs_l2c/H/medium,waveform,432.40498511904764,432.40498511904764,15.981537155877977,1.7672342215288754,2.33338086170292,1.1619256882440476,33.864662611813436,20.794349836411033,1.25912946739832,0.9677063493493753,0.8454014889489503,Web/CloudOps,7
ett2/D/short,waveform,404502.32380952383,404502.32380952383,352.73551587301586,2.236148640092541,0.5578878735739087,0.23324158683655755,14.956864090424192,636.004971528937,0.36400242563116497,0.20187984234679254,0.15864312603096853,Energy,7
bizitobs_l2c/H/short,waveform,193.99869791666666,193.99869791666666,9.102509998139881,0.8974747905671928,0.8687821715284023,0.8509146303027246,10.337799785926666,13.92834153503807,0.7507732798377175,0.4906486008307388,0.39944418345464194,Web/CloudOps,7
ett2/H/medium,waveform,5043.2797619047615,5043.2797619047615,43.335291108630955,4.421984527751016,0.5828386213780703,0.6973281133742559,111.5771125210471,71.01605284655548,0.9569869808219797,0.5839709155716871,0.544889948959078,Energy,7
ett1/H/medium,waveform,739.7118303571428,739.7118303571428,17.103150576636907,2.9863952912252776,488385943737.7662,0.7888886951264881,58.09587134884588,27.197643838339065,1.302702668069123,0.8192003697454658,0.7294162075183167,Energy,7
bizitobs_application/10S/medium,waveform,280212657.49333334,280212657.49333334,9988.803333333333,54.78634068043905,0.8105043538411458,0.5693209330240886,1477.3902806090962,16739.553682620495,0.6573130056662557,0.39223090809519173,0.3820458839255384,Web/CloudOps,2
solar/W/short,waveform,1349467.3284671532,1349467.3284671532,894.888572080292,0.9716571032360042,0.19416086517111228,0.17596982691409815,5.1835989755981755,1161.6657559156822,0.23712502385964015,0.18266913088007117,0.1389788104848849,Energy,1
sz_taxi/15T/long,waveform,145.2948896011396,145.2948896011396,7.824178129451567,1.5060124133624355,9833340472384.766,0.736038077590812,35.93488146501309,12.053832983791487,1.1156813092797278,0.7241919903189641,0.662078231175043,Transport,1
bizitobs_application/10S/long,waveform,1905051566.08,1905051566.08,26667.853333333333,41.26862274443204,0.6180075412326389,0.8177167426215278,1372.593455603773,43646.89640833584,1.6832863328385852,1.0284725086105029,1.0116510441885898,Web/CloudOps,2
sz_taxi/15T/medium,waveform,125.63175747863248,125.63175747863248,6.9420973557692305,1.376184836196347,12758968491149.785,0.6829866849459134,30.723968773873608,11.20855733262013,1.043143347474346,0.6460780329966973,0.5840817207538039,Transport,1
solar/D/short,waveform,133297.62725060826,133297.62725060826,288.4081812652068,1.129724174924737,0.9141035465138382,0.5039522268476277,16.396786611178836,365.09947582899684,0.5274443880939246,0.41665158883974257,0.36030827394914816,Energy,1
sz_taxi/H/short,waveform,11.347573826455662,11.347573826455662,2.4144266242654915,0.7500901947743412,1.2029583270733173,0.36306508382161456,8.241342842030924,3.3686160105384024,0.3138073687330372,0.22491873920608912,0.18632783664082378,Transport,1
us_births/D/short,waveform,1777707.3066666666,1777707.3066666666,1060.2489583333333,1.5614771427963767,0.10809399922688802,0.10178782780965169,10.39033623093988,1333.3069064047731,0.12498670331394186,0.09938973641969118,0.07797389395475082,Healthcare,1
m_dense/H/medium,waveform,1238109.2977777778,1238109.2977777778,564.6773611111112,4.265370923174516,1.9465297496690126,1.0381111653645834,95.00519054769283,1112.703598348535,1.935963685963304,0.9824672689287682,0.8937985826728476,Transport,1
saugeen/D/short,waveform,1687.3639583333334,1687.3639583333334,25.572112630208334,5.674835915190179,1.3389659627278645,0.6730867004394532,55.84044563870734,41.07753593307823,1.3305111762286894,0.8282868210425629,0.67819008140951,Nature,1
m4_hourly/H/short,waveform,6173954.061191627,6173954.061191627,499.1449778582931,5.17498084978064,0.3370506053193564,0.23550034183618912,86.4452410007644,2484.7442647467014,0.33922243719549405,0.068144306963615,0.05633921121532323,Econ/Fin,1
solar/H/medium,waveform,3089.1873479318733,3089.1873479318733,30.315389294403893,2.312514210687129,3.524968385168362,1.8569012956588258,60.77870344838194,55.580458327832034,2.0021378343931175,1.0920310788493204,1.0024308210615154,Energy,1
ett1/15T/long,waveform,35.68284226190476,35.68284226190476,3.8976993427579365,3.2051503856569914,1.4468608968369152,0.9517195250496032,83.60694708999898,5.973511719408004,1.138557239984848,0.7429053485511583,0.679647703794946,Energy,7
